小区,纬度,经度
官厅路6号小区,30.955092,121.335146
佘山逸品苑,31.105916,121.181662
百吉花苑,31.037789,121.251929
华亭别墅,31.035956,121.196202
国贸天悦佘山,31.132221,121.226351
吉宝佘山御庭,31.103662,121.201811
鼎信公寓,31.036359,121.239441
中展瑞景,31.061557,121.248872
港湾别墅,30.937744,121.218648
世茂佘山里,31.102729,121.181614
同润加州(公寓),31.097962,121.356331
金地玺华邨(别墅),31.118172,121.2585
金地都会艺境(公寓),31.082085,121.352245
紫薇茗庭,31.097594,121.254533
象屿上海年华,31.079506,121.345945
雅鹿新苑(三区),31.081211,121.326487
唐明公馆,30.977602,121.188392
绿地海珀佘山(公寓),31.094545,121.180942
佘山天地休闲广场,31.106102,121.191501
渔洋苑,31.093493,121.238317
佘山假日半岛,31.091514,121.238797
金地都会艺境(别墅),31.082237,121.35129
杨泰路345弄小区,31.380623,121.448902
永清路171弄小区,31.393769,121.503829
临江四村,31.417513,121.498366
宝钢四村,31.413542,121.493614
长江路848弄小区,31.352967,121.492595
呼玛四村,31.350161,121.45169
西朱新村,31.381311,121.497117
康泰东苑,31.291827,121.413161
富弘苑,31.353232,121.430567
共富三村,31.354549,121.432678
民主敦发小区,31.328371,121.453712
兴景佳苑,31.404722,121.497557
枫桥湾名邸,31.340824,121.492498
长江路30弄小区,31.35733,121.506345
景华世纪园,31.333505,121.462236
申泉花苑,31.292461,121.417243
杨泰三村东区,31.386622,121.445129
殷高小区,31.328899,121.49554
海滨三村,31.387309,121.500488
乾溪二村三街坊,31.313586,121.412509
锦辉绿园,31.333528,121.461487
共和五村,31.330456,121.469769
四季宜景苑,31.308272,121.432095
新普盛公寓,31.33762,121.463305
乐业三村,31.415212,121.431477
海燕小区,31.310381,121.434332
共江花苑,31.333603,121.454461
淞南二村,31.34876,121.493601
金葵佳苑,31.245919,121.641902
金桥湾清水苑(三期),31.26752,121.601065
申城佳苑二期C块,31.188269,121.641054
仁恒森兰雅苑(公寓),31.305043,121.597257
朗诗里程,30.871978,121.857933
东旭雅苑,31.302861,121.586655
由由五村,31.196754,121.538442
金杨新村十街坊,31.256862,121.59052
金杨新村八街坊,31.250489,121.589443
富特三村,31.3401,121.595285
富特四村,31.346912,121.595707
上南十村,31.177029,121.508339
蔚蓝海岸天科苑,31.226164,121.524514
涵合园(公寓),31.205427,121.537792
锦三角花园(公寓),31.192212,121.548315
品华苑,31.146016,121.527388
永久城市花园,31.343514,121.596834
民风小区,31.285924,121.672542
潍坊二村,31.225927,121.526342
柳博小区,31.270203,121.591707
北欧阳光庭园,31.156064,121.576331
宁怡苑,31.144436,121.617942
永康城锦宏苑,31.036184,121.516999
闵浦新苑五村,31.068924,121.541897
滨浦新苑九村,31.069564,121.49864
三洲花园,31.129663,121.404837
银春苑,31.028871,121.395362
碧林湾南苑(东区),31.143478,121.364642
碧林湾新苑,31.143272,121.356869
滨浦新苑八村,31.069794,121.501596
高兴花园五街坊,31.117123,121.408491
晶华坊,31.12878,121.439481
景舒苑三村,31.078349,121.501824
罗阳七村三洲花园,31.129486,121.405131
欣佳宝邸(西南区),31.049182,121.542336
永康城馨宁佳苑,31.036647,121.516463
常兴家园,31.117929,121.405868
东兰新村,31.160824,121.389865
江川公寓,31.008239,121.408891
贵峰苑,31.085956,121.404626
谈家港花苑一村,31.073974,121.540666
金榜人家,31.023608,121.424975
嘉丰公寓,31.178863,121.356878
中房森林别墅,31.052844,121.366388
安宁欧洲花园,31.021383,121.422513
圣特丽墅(公寓),31.084995,121.407255
盛园(公寓),31.131761,121.378245
明泉旖和园(公寓),31.175301,121.386435
南洋绿都公寓,31.192572,121.377004
佳信花苑,31.187749,121.372465
新梅公寓(一期),31.128721,121.395101
文艺大楼,31.2087,121.441338
维多利亚E座,31.201459,121.401443
渔光邨,31.226013,121.4429
维多利亚F座,31.201278,121.400655
盛源大厦,31.216406,121.436333
百花村,31.210522,121.430455
南天大厦,31.222093,121.429475
法华镇路363弄小区,31.210309,121.434808
新泾一村绿新小区,31.223835,121.378251
春房小区,31.227704,121.370102
哈密路428弄小区,31.218291,121.381317
南汪小区,31.221255,121.443086
虹桥路959弄小区,31.202896,121.425294
王满小区,31.201352,121.376697
花桥阳光苑,31.31044,121.102327
葛洲坝绿城玉兰花园(紫苑),31.176988,121.097127
景瑞城中公园,31.164834,121.122455
首创禧悦(二期),31.137531,121.086527
中信泰富朱家角新城滨湖郡(公寓),31.128383,121.054977
万达茂公馆,31.138907,121.086374
富绅中心空中公馆,31.157785,121.143831
龙湖滟澜山(公寓),31.139833,121.234266
西郊玫瑰湾花苑(别墅),31.179386,121.280703
绿洲江南园,31.12686,121.062149
陆家角馨苑(东区),31.182003,121.24068
绿中海雅庭(别墅),31.158913,121.207259
泰安馨苑B区,31.137209,121.046737
富力桃园B区(公寓),31.170989,121.100047
绿地英伦墅,31.236493,121.229257
虹康花园别墅,31.156723,121.209015
城中西路57弄小区,31.15238,121.116437
万科尚景苑(东区别墅),31.207119,121.195996
长堤别墅,31.176709,121.311155
四季沙龙,31.300991,121.488166
中信泰富朱家角新城观澜府(别墅),31.129139,121.058106
中海翡翠湖岸(南区),31.146688,121.240433
新华联奥莱悦府,31.165774,121.230922
巷佳华苑三期,31.164656,121.199789
鞍山四村第三小区,31.28106,121.514111
榆汾新苑,31.263592,121.528573
伊格尔公寓,31.297929,121.540979
江杨家园,31.315543,121.477042
绿地海珀璞晖,31.328758,121.512898
欧阳名邸,31.279741,121.493982
恒阳花苑,31.274265,121.515795
复城国际(公寓),31.295658,121.499191
中通雅苑,31.281568,121.519485
虹诚大厦,31.269204,121.498189
荣丰花园,31.27254,121.537326
大居苑,31.283106,121.534866
瑞虹新城怡庭,31.269832,121.508108
海林大楼,31.285208,121.540545
绿寓,31.274784,121.482088
瑞虹新城悦庭,31.270193,121.505307
悦华小区,31.279447,121.497855
翡翠东森花园,31.333807,121.530715
中信虹港名庭,31.265908,121.500658
尚浦领世,31.32295,121.515267
白金湾广场(公寓),31.256187,121.513134
建发珑庭(一期),31.325505,121.511494
祥德新苑,31.277366,121.496059
无锡大厦,31.300285,121.501663
时运苑,31.294567,121.56195
家化公寓,31.265206,121.515005
八埭头公寓,31.258351,121.529481
兰侨大厦,31.262326,121.51865
新翔公寓,31.31205,121.540178
东泰大厦,31.253346,121.495891
君欣豪庭,31.278278,121.519866
瑞虹新城二期优贤生活,31.267788,121.505533
张家浜小区,31.27506,121.523188
瑞虹新城,31.270301,121.50324
同济国康公寓,31.292122,121.510362
龙邸大厦,31.266558,121.495348
伊顿公寓,31.283814,121.51036
凯阳新寓,31.303672,121.492584
三湘未来海岸,31.322167,121.511867
宏祥花苑,31.275464,121.499275
中通大厦,31.275648,121.539118
甜爱别墅,31.277656,121.492588
国权路230弄,31.295041,121.518622
城市庭园,31.33867,121.542106
五矿公寓,31.296454,121.488159
阳光城滨江悦,31.261684,121.539211
松益公寓,31.297448,121.53988
骏丰嘉峰汇钻石公馆,31.29525,121.326097
绿地欧拉,31.300715,121.206284
安亭瑞仕锦庭,31.28178,121.193964
古漪庄园,31.300481,121.335674
嘉宝花园(别墅),31.383701,121.270615
爱德佳苑(一期),31.238092,121.321197
绿苑一村,31.26936,121.213743
金地世家,31.332367,121.266318
绿地天呈,31.402737,121.246945
永翔新苑,31.296736,121.332771
江桥新苑,31.263134,121.355693
泰宸沙河茗苑,31.234288,121.32233
江桥小区,31.263472,121.355014
好世凤翔苑,31.291498,121.329343
绿苑二邨,31.274118,121.221961
安亭高尔夫别墅,31.280144,121.193306
新众花园,31.397787,121.282825
嘉苑新村,31.384382,121.299276
新成八坊,31.386009,121.267794
新望花园,31.389563,121.278936
塔城路685弄小区,31.373033,121.240918
嘉珉,31.384438,121.274946
新乐花苑,31.391685,121.279676
北大街115弄小区,31.392921,121.25628
人民街78弄小区,31.381975,121.245694
南昌路新里,31.224322,121.472071
江南造船新苑一期,31.205149,121.485326
明日星城(三期),31.220119,121.500785
华丽家族汇景天地(商住楼),31.204765,121.484754
万宜坊,31.220025,121.477862
天天花园,31.213592,121.477565
悦来小区,31.22606,121.50576
开城新苑,31.21205,121.482951
海潮公寓,31.216457,121.502942
黄浦大楼,31.240023,121.476588
康衢小区,31.201775,121.477332
卢湾滨江时代,31.198772,121.477564
四川中路126弄小区,31.24021,121.496896
锦麟天地雅苑,31.22617,121.480132
长春苑,31.208663,121.478505
银南大厦,31.217073,121.49196
淮海大厦,31.23083,121.483616
露香园(别墅),31.231231,121.49154
翠湖天地隽荟都,31.222804,121.485913
唐家宅小区,31.207833,121.495323
金瓯万国,31.239911,121.475554
南昌路136弄小区,31.225079,121.474178
怡绿公寓,31.209502,121.487471
中星星阳苑,31.324474,121.467754
盛大兰馨公寓,31.22776,121.467891
西藏北路854弄小区,31.263346,121.474418
阳曲路190弄小区,31.316032,121.466955
愚园路576弄小区,31.228522,121.443742
银都大楼,31.31257,121.455759
永兴小马路70号小区,31.257321,121.470559
北京西路1300弄小区,31.235162,121.457013
宝通路466弄小区,31.26531,121.481505
九福新邨,31.232267,121.466265
懿德公寓,31.230911,121.447494
西康公寓,31.236734,121.457187
望源公寓,31.30914,121.446101
和田公寓,31.271329,121.474447
复元坊,31.256685,121.471228
新闸路1644弄小区,31.23565,121.45256
镇宁路318弄小区,31.226736,121.442756
愚园路488弄小区,31.228899,121.445352
武定路579号小区,31.239363,121.456108
万航渡路393弄公房,31.232288,121.442852
平型关路230弄小区,31.275234,121.472161
平型关路260弄小区,31.275943,121.471618
保德路425弄小区,31.322111,121.46417
恒陇丽晶公寓,31.239508,121.417191
靓巢公寓,31.253964,121.408177
建德花园紫荆苑,31.242982,121.367003
石泉五村,31.259341,121.434426
泰宸苑(二期),31.246175,121.371052
建德花园丁香苑,31.237988,121.36538
晶钻水岸,31.246169,121.436466
国浩长风汇都,31.235194,121.395018
宜川三村,31.26353,121.450589
建德花园牡丹苑,31.238396,121.367794
安居古浪新苑(西区),31.290496,121.389094
太浜巷小区,31.256393,121.435158
融创香溢天地,31.261951,121.441014
长风馨苑,31.238109,121.407095
建德花园玫瑰苑(公寓),31.240568,121.367789
中骏天誉(公寓),31.274487,121.406531
建德花园海棠苑,31.243284,121.368718
沁和园,31.233286,121.390774
中宁家园,31.255066,121.422901
长寿路50弄小区,31.251217,121.450884
沙田新苑,31.243419,121.419542
金江家园,31.238866,121.370892
新长征花苑二街坊,31.243181,121.381893
宝华城市之星,31.260141,121.437376
裕德路66弄小区,31.191178,121.441429
康健路341弄小区,31.171382,121.427351
万科云间传奇(别墅),31.045717,121.187649
湖南路298弄公房,31.215007,121.444885
绿地小9窝,31.124274,121.276053
丽水豪庭(公寓),31.119339,121.296385
新弘墅园,31.079435,121.334742
长乐路1121弄小区,31.221488,121.450126
青年城公寓,31.140508,121.313589
衡山路288号小区,31.209548,121.451691
九龙仓兰宫,31.053507,121.242891
万宇阳光苑,31.0677,121.321695
钦州南路300弄小区,31.166942,121.430542
双峰小区,31.187545,121.455827
康州小区,31.172263,121.436613
路劲佘山院子(公寓),31.031424,121.144896
平江路170弄小区,31.206396,121.461
佘山翠庭,31.107578,121.181193
九亭中心,31.146924,121.326515
凯旋路2280弄小区,31.193981,121.433515
瑞淞公寓,31.150551,121.331972
钦州路785弄小区,31.184401,121.434147
横港小区,31.120524,121.270572
俞二小区,31.173963,121.455847
陈坊新苑,31.109917,121.186846
锦馨公寓,31.196269,121.424304
松江半岛花园,31.144046,121.342673
煤科公寓,31.186807,121.451582
万宇漓水花苑,31.098571,121.346351
墅博汇,31.101594,121.350077
瑞华公寓,31.21975,121.456036
舜龙公寓,31.022499,121.261252
襄阳南路510弄小区,31.210875,121.464292
依云郡,31.159794,121.320789
蓝色剑桥,31.046224,121.194353
盛世香樟苑,31.06343,121.317192
儿科大楼,31.204395,121.463714
腾王阁,31.189169,121.458357
新乐路7弄小区,31.224551,121.464531
兰笋小区,31.10679,121.199983
红宾院小区,31.009656,121.248564
南太原别墅,31.211294,121.46171
华绮公寓,31.20978,121.451607
松江环城新村,31.009387,121.262048
思齐新村,31.212688,121.459248
天平2号小区,31.209994,121.450943
荣鹰小区,31.031072,121.224826
雅仕居(公寓),31.100514,121.363888
西林南路公房,31.010632,121.228438
复兴西路230弄洋房,31.217311,121.44541
江南二村,31.197794,121.468012
龙庄苑,31.132732,121.322863
天馨苑,31.141752,121.43486
环镇北路211弄小区,31.314454,121.416839
临江三村,31.416817,121.494873
泗溏三村,31.340134,121.460575
逸仙二村(西区),31.317832,121.499217
周浦新村,31.116181,121.575974
东南弄村公寓,31.417882,121.355804
水上新村,31.415191,121.493717
石笋一村,31.028902,121.649756
上置名人天地,31.407492,121.376972
杨泰康苑,31.37941,121.455814
临江新村,31.41688,121.493459
桃园新城中虹佳园(东区),31.101417,121.592103
二纺老工房,31.372276,121.490702
人生港湾南欧城,31.045683,121.776166
文怡苑(一期),31.143968,121.610758
华滨二村,31.355284,121.498877
天台别韵,31.126784,121.558564
美罗家园罗贤苑,31.395184,121.355627
中铁北城时代(公寓),31.396337,121.444863
古北香堤岭,31.069404,121.723299
城市经典铭筑,31.217436,121.62033
民主紫竹苑,31.325113,121.457623
万科第五园,31.276273,121.675111
馨佳园五街坊,31.369558,121.378763
锦秋御尚,31.331473,121.390408
乾溪小区,31.310096,121.418309
罗山花苑,31.239813,121.582735
鹤沙航城东茗苑(中区),31.080578,121.608824
德都路165弄小区,31.415033,121.433423
绿宝馥庭,31.149386,121.577519
三杨新村二街坊,31.161739,121.495506
万科翡翠公园(二期),31.185759,121.62034
上海保利悦庭,31.348725,121.482386
绿城玉兰花园臻园(别墅),31.224447,121.66088
陆翔苑,31.355214,121.37714
浦东朝阳新村,30.978188,121.747385
泰和新村(东区),31.357163,121.41374
远景佳苑(一期),31.290799,121.421287
崂山四村,31.240821,121.52483
高行银杏苑,31.29632,121.61523
香山新村东北街坊,31.24832,121.576499
梅园五街坊,31.237927,121.535752
馨佳园三街坊,31.371659,121.375621
临沂七村,31.200371,121.523263
莱阳北小区,31.279911,121.586957
幸之苑(一期),31.31969,121.494523
万昇家园,31.412332,121.434583
上钢二村,31.181773,121.500478
澳丽花苑,31.213139,121.524887
逸仙小区东区,31.322657,121.496227
华丽家族花园,31.229858,121.564266
逸仙二村(东区),31.321292,121.500535
天地苑,31.164808,121.491634
汇宝公寓(北区),31.164514,121.355625
水清苑,31.131561,121.384169
申莘二村,31.09342,121.387065
罗阳一村,31.129267,121.417465
申良花园,31.08187,121.406655
花语墅盈嘉园,31.083819,121.412847
金汇鸿锦苑,31.184598,121.377355
鹤北新苑,31.020062,121.423574
龙柏五村,31.182033,121.375602
莘南新村,31.108756,121.38414
古美西路316弄小区,31.139551,121.40265
翡冷翠园,31.11176,121.492282
都市富苑,31.049277,121.426214
万科兰乔圣菲(南区),31.206449,121.284593
虹桥晶邸,31.21683,121.299893
虹梅菁典,31.119804,121.436774
元祥小区,31.045915,121.381375
世博家园十四街坊,31.078348,121.512414
红醍半岛,31.106117,121.492485
莘南花苑二村,31.115287,121.405143
永康城浦芳苑,31.041055,121.517935
永康城浦晨雅苑,31.03442,121.514021
东方御花园(一期),31.136721,121.394122
新泾别墅,31.204954,121.371234
虹福小区,31.220614,121.370591
仙霞西路635弄小区,31.214374,121.366992
延安西路949弄小区,31.220628,121.437649
江苏路285弄小区,31.227312,121.437201
定西路615弄小区,31.211216,121.429805
四方西郊花园,31.210141,121.388975
海信花苑,31.226306,121.432517
长建公寓,31.218237,121.407046
益同公寓,31.215186,121.406622
世界花园别墅,31.21265,121.442986
兴国路372弄小区,31.211059,121.443307
虹桥路967弄小区,31.202428,121.424412
泰丰公寓,31.221756,121.425574
愚园路909弄洋房,31.225813,121.438522
新衡公寓,31.217295,121.428699
世纪虹苑(公寓),31.203335,121.39649
金狮花苑,31.199325,121.399658
锦海大厦,31.206369,121.428705
海格园,31.218481,121.443259
虹桥高登花园,31.190899,121.363319
宁康小区,31.226822,121.41936
绿园十村,31.213353,121.365047
翠峰山庄,31.112265,120.32288
民惠佳苑(八区),31.218246,121.116351
福田公寓,31.082558,121.068125
景都公寓,31.173858,121.278551
振新佳苑,31.184246,121.265003
华伦公寓,31.177247,121.279683
领第漫生活国际,31.17582,121.288081
古北香堤艺墅,31.115831,121.048795
龙湖紫都城(北区),31.170711,121.159254
宝业爱多邦,31.150698,121.161484
启园别墅,31.156682,121.206242
乐派人才公寓,31.184343,121.136143
虹桥宝龙城(一期),31.236431,121.238968
西晶明园(西区),31.263563,121.140707
盈港花园(别墅),31.166701,121.11036
金地天御(别墅),31.161124,121.278733
崧泽华城昱芳苑,31.160952,121.16162
逸皓华庭(别墅),31.198081,121.189036
中信泰富朱家角新城雅苑,31.11928,121.050185
友爱新村,31.225985,121.103892
虹桥宝龙城(二期),31.237604,121.242043
北竿山国际艺术中心别墅,31.149869,121.23216
灿辉晶华,31.1655,121.273233
丹徒住宅小区,31.258728,121.509521
金水湾(别墅）,31.175308,121.271477
掬水轩,31.277384,121.478687
梅福花苑,31.311569,121.472466
普江苑,31.273071,121.481966
韶嘉公寓,31.304096,121.485193
金鸿苑,31.28198,121.48009
金虹花苑,31.270086,121.484643
虬龙公寓,31.262169,121.494043
丰华家园,31.310136,121.480065
中虹公寓,31.302384,121.483344
茶恬园,31.295078,121.496273
科兰公寓,31.293874,121.479268
上地公寓,31.296423,121.484426
武海小区,31.257171,121.490617
万峰嘉苑,31.303457,121.485157
平和大楼,31.273139,121.510361
密云大厦,31.289642,121.502497
申城小区,31.294642,121.501277
同心路116弄小区,31.27226,121.484106
丰镇新村,31.309725,121.48101
新市北路第一小区,31.309557,121.487105
新市南路960弄小区,31.303148,121.48691
霍山大楼,31.261283,121.5199
金横小区,31.269633,121.485149
虹鹰大楼,31.273105,121.488602
科艺小区,31.306514,121.475795
三门路358弄小区,31.315444,121.497571
耀浦苑,31.277292,121.519699
明园村小区,31.267975,121.528157
建发璟墅,31.324628,121.506401
新凤城(别墅),31.282642,121.526492
江湾翰林,31.311275,121.515504
翡丽甲第,31.266312,121.52457
紫华佳苑,31.278916,121.543922
东外滩17公馆,31.278387,121.563703
海鹏公寓,31.300848,121.524054
平盛苑,31.268716,121.530152
杨家浜小区,31.289973,121.540398
金宇名邸,31.288823,121.53159
松花公寓,31.300713,121.545084
绿景家苑,31.305955,121.539132
商建花苑,31.318386,121.548079
新凤城银座,31.283845,121.52976
杨浦欣园(西区),31.306412,121.545681
全家福家园,31.26483,121.53049
控江绿苑,31.29135,121.552474
惠浦大厦,31.262599,121.53054
市益大楼,31.293852,121.523987
闸电新村,31.281029,121.509668
新江浦公寓,31.267718,121.532472
桥升公寓,31.293018,121.533717
锦兰苑,31.307784,121.533111
北大街108弄小区,31.392826,121.254389
民乐路100弄小区,31.368846,121.256074
思南公馆东苑,31.220711,121.476157
新成十坊,31.387295,121.266912
越纪公寓,31.20741,121.497579
蓬莱大厦,31.220438,121.496565
步高苑,31.211951,121.469183
黄浦新苑(西区),31.215467,121.490446
云封公寓,31.27807,121.304908
日月光伯爵居,31.213017,121.474135
白金院邸(别墅),31.311635,121.318801
复兴坊,31.220882,121.473593
北大街155弄小区,31.393852,121.255775
大众家园,31.207417,121.487269
民主街小区,31.295345,121.313469
怡天海景城,31.241016,121.491479
迎园新村十一坊,31.385815,121.265906
瞿溪新村,31.212463,121.501583
钜凯馨园,31.396905,121.275059
浦江公馆,31.228056,121.505566
迎园路351弄小区,31.391262,121.278211
迎园新村十二坊,31.386768,121.266091
洛克外滩源,31.247064,121.495692
育兰支路20弄小区,31.336199,121.289962
雅州公寓,31.244875,121.47321
绿地昌吉名邸新里米兰公寓,31.300083,121.204341
巴卡拉东苑,31.227868,121.485004
阳光一区,31.31059,121.325594
臻品嘉园,31.336171,121.268575
露香园,31.231962,121.491005
温宿路47弄小区,31.393249,121.253304
中华东波小区,31.220606,121.497518
银华商厦,31.290402,121.308855
绿地海珀黄浦,31.215478,121.498332
海珀黄浦,31.216351,121.497891
南华新村16号小区,31.295221,121.315016
塔城东路550弄小区,31.387537,121.261614
居乐小区,31.33837,121.291128
绿地黄浦滨江,31.202322,121.488469
华业公寓,31.209366,121.4782
上海别墅,31.225381,121.474492
乾潇坊,31.397322,121.260725
淡水湾花园(二期),31.217254,121.481526
白金涟庭,31.315362,121.322198
迎园新村十三坊,31.386244,121.264396
申达大厦,31.238991,121.438619
延铁小区,31.276294477976,121.45839636789
中海紫御豪庭(公寓),31.233474,121.388132
延中小区,31.227132,121.457822
常德大厦,31.246872,121.4432
新湖明珠城(一期),31.249472,121.434052
恒海云庭,31.2436,121.439955
新汾小区,31.321394,121.45599
芷江西路453弄小区,31.263502,121.463272
武宁小城,31.247494,121.428899
东旺公寓,31.250684,121.387612
欣武大厦,31.284836,121.46636
长风大楼,31.240983,121.402037
阳曲路570弄小区,31.321856,121.468121
静安新邨,31.237432,121.471762
建德花园百合苑,31.245144,121.365967
汾西路635弄小区,31.319011,121.46097
东渡园景别墅,31.298098,121.346722
桃浦一村(武威路1051弄)小区,31.289745,121.360206
谈家桥路155弄小区,31.266507,121.457164
临汾路1060弄小区,31.317523,121.451821
邻熙别墅,31.227449,121.462549
绿地海珀玉晖,31.232843,121.426758
泾阳家园,31.243771,121.371656
中骏天悦,31.261274,121.407719
中山润园,31.23021,121.41843
枕流公寓,31.222274,121.446489
万航渡路433弄小区,31.231831,121.442354
金沙雅苑未来街区,31.241577,121.370868
平顺路834弄小区,31.323804,121.459312
高尚领域,31.259838,121.412976
绿洲尧舜公寓,31.247285,121.441216
南顺公寓,31.26233,121.472084
成都北路337弄旧里,31.239754,121.472544
荣联公寓,31.250383,121.44176
延平路237弄小区,31.237013,121.445706
西康路567号小区,31.240675,121.452319
开开大楼,31.240914,121.401238
南光大楼,31.240436,121.422952
统北村,31.264739,121.466601
北京西路1400弄小区,31.235009,121.455305
曹杨家园,31.264213,121.410264
白兰园,31.241623,121.421492
真西新村第三小区,31.253506,121.401877
绿洲公寓,31.256829,121.400402
清涧新村第二小区,31.266881,121.39001
同孚大楼,31.236824,121.467828
岭南路270弄小区,31.315461,121.462064
南京西路800号小区,31.237292,121.467667
锦美苑,31.269685,121.43405
伯龙公寓,31.239535,121.4548
长乐路698弄新里,31.224596,121.459469
沧盛苑,31.112301,121.322058
松富小区,31.127838,121.335624
郁金香别墅,31.218007,121.445183
康亭小区,31.133048,121.32943
正蕃小筑,31.214265,121.46215
乌鲁木齐南路75弄小区,31.21222,121.455287
玫瑰别墅,31.217352,121.451942
永福路70号公寓,31.216652,121.450012
广元路新里,31.205432,121.444376
绿洲苑,31.102179,121.35208
建国西路358弄小区,31.210945,121.46273
打铁桥村小区,31.128228,121.28267
复兴中路1248弄小区,31.219409,121.464775
周家小区,31.145639,121.337491
五原路108号小区,31.21992,121.454716
天平1号小区,31.206437,121.44523
荣景苑,31.011022,121.231038
正阳路50号,31.206827,121.469103
兴国路新里,31.21515,121.444116
通乐小区,31.022086,121.243798
武康路公房,31.218969,121.445999
龙漕路66弄小区,31.174776,121.444099
谷水苑,31.026624,121.246647
黄石路169弄小区,31.164152,121.463266
东外苑,31.015842,121.262871
申和苑,31.006238,121.251777
永福第六小区,31.212615,121.4442
延庆路123弄小区,31.221484,121.458453
银亿徐汇酩悦(商住楼),31.204119,121.466353
荣庭(创业)园,31.015261,121.270114
复兴西路18号小区,31.217486,121.45379
转角楼小区,31.120452,121.280328
光华苑北区,31.147141,121.438266
上宁公寓,31.140559,121.314031
徐虹大楼,31.193222,121.431202
虬长路344弄小区,31.021216,121.313642
兴顺东里,31.216931,121.465369
南蓝天小区,31.022266,121.262527
民乐四村,31.025102,121.227811
医学院路54弄小区,31.206036,121.463637
逸村,31.214935,121.449941
泗砖路1弄小区,31.115992,121.291017
海欣城新世纪家园(别墅),31.090932,121.285034
房地人才公寓,31.216765,121.459016
新上海弄里人家一期,31.138996,121.342533
北海大厦住宅区,31.190183,121.450478
绿地凯旋宫(公寓),31.025779,121.195992
大福里,31.222219,121.459006
龙祥御园,31.086137,121.355593
金龙花苑梅花园,31.173734,121.460125
东外街36弄小区,31.014422,121.267873
高行馨苑,31.303364,121.619168
昌里都市庭院,31.185019,121.513634
同方锦城(二期),31.273042,121.593447
伟业金锦苑二村,31.288201,121.591851
广洋苑,31.256975,121.575261
金藤苑,31.274524,121.598119
培花久远公寓,31.201887,121.566705
学前一村,31.354646,121.591854
宣黄小区,31.033291,121.704853
金桥和苑,31.259493,121.599044
丰泽新村,31.051104,121.758083
华高二村,31.286963,121.622479
川杨新苑(四期),31.194906,121.644188
新高苑兰园,31.29651,121.630051
亚兰公寓,31.032845,121.602763
富成公寓,31.044879,121.743014
城市经典玉墅,31.219165,121.622459
千汇苑一村,31.116057,121.775216
爵仕悦,31.174943,121.513513
宝业万华城,31.031921,121.744417
乾景雅园(公寓),31.193478,121.553782
达城锦园,31.125335,121.608895
宝华海尚郡领(公寓),31.18585,121.554228
三林世博家园(G区),31.174385,121.538473
中邦风雅颂,31.234163,121.562077
金沁苑(北区),31.088833,121.605094
潍坊十村一小区,31.230898,121.531213
富浩花园,31.350336,121.458548
海滨七村,31.391887,121.503638
乾溪一村,31.311117,121.417664
长江路354弄小区,31.356401,121.502327
南大路86弄小区,31.30573,121.412523
罗新苑(西区),31.428332,121.356612
塘西街397弄小区,31.427895,121.347631
新月雅苑,31.413657,121.438653
海滨二村小区,31.386738,121.498098
岭南翠庭,31.33111,121.460763
新月福邸,31.411143,121.440199
殷高路149弄小区,31.326508,121.49414
祁连家园,31.318637,121.388783
泗塘四村,31.344877,121.459714
共富花园,31.355805,121.435717
宝宸花园,31.39725,121.499313
宝山锦泰苑,31.322847,121.38715
祁南二村,31.420477,121.355802
宝山七村,31.402519,121.505336
锦辉豪居,31.351653,121.452526
昌鑫世纪园,31.334112,121.456977
殷馨花苑,31.325645,121.498837
同济路60弄小区,31.375195,121.498846
自然居家园,31.360787,121.41719
谈中路158弄小区,31.072642,121.537104
和康苑,31.036663,121.507592
红梅雅苑,31.027292,121.53571
金榜五期(五期),31.019155,121.437691
静安花苑(二),31.167503,121.38927
静安新城三区,31.166237,121.391445
中梅苑(南区),31.133953,121.422352
新闵小区,31.01142,121.431995
三鲁公路319弄小区,31.024085,121.540049
银河新都(南区),31.098531,121.421816
沧源二村,31.021869,121.432995
高华小区,31.009402,121.430788
航华一村二街坊,31.170724,121.357585
金塔新村,31.044893,121.415732
瑞生花园,31.210803,121.29258
好世麒麟园,31.099636,121.436776
虹梅新苑(南区),31.048598,121.464488
春申玫瑰苑,31.112428,121.404744
古北恒盛苑,31.197013,121.413121
白浪新村,31.158751,121.359393
成亿家园,31.150285,121.409854
枫桦景苑(南区),31.048018,121.469219
莘梓苑,31.116568,121.395814
绿茵公寓,31.128461,121.389296
莘松九村,31.116012,121.380851
虹兴苑小区,31.18119,121.399975
上海香港花园,31.209459,121.306813
宣化路227号小区,31.223341,121.432321
益健小区,31.225147,121.414158
郁庭峰(北园),31.214448,121.367904
延和大厦,31.215582,121.43672
江苏路78弄小区,31.229169,121.434807
美丽华花园(别墅),31.204597,121.397827
杜家宅小区,31.21651,121.401094
虹延小区,31.19729,121.391847
延安公寓,31.216132,121.434018
平武大楼,31.214701,121.438333
家电大楼,31.221428,121.417315
华云大楼,31.21368,121.430605
大西别墅,31.216057,121.429181
陶安小区,31.215711,121.427854
华阳四村,31.226467,121.429727
宁锦小区,31.222583,121.40769
天山路700弄小区,31.218704,121.40537
奥园印象高迪花园(南区),31.257806,121.024777
辉华大楼,31.296545,121.505115
东体育会路119弄小区,31.279758,121.488645
广中四村,31.285748,121.484449
凉城路500弄小区,31.296436,121.478096
祥德小区,31.278123,121.500047
中山北路1250弄小区,31.29704,121.495625
天水路195弄小区,31.265852,121.496122
